Suburb,Postcode,Level,School,approx,dist_m,dist_m_round,label,Rcodes_list,Top_rcode,Top_rcode_pct,in_bushfire_prone,pct_overlap
East Cannington,6107,Primary,Lathlain Primary School,TRUE,2505.419456,2505,Lathlain Primary School (approx ~2505 m),"R30 (21.5%), R20 (18.7%), R40 (6.3%), R60 (3.1%)",R30,21.5,TRUE,11.59576211
East Cannington,6107,Secondary,Como Secondary College,TRUE,2438.987431,2439,Como Secondary College (approx ~2439 m),"R30 (21.5%), R20 (18.7%), R40 (6.3%), R60 (3.1%)",R30,21.5,TRUE,11.59576211
East Fremantle,6158,Primary,Como Primary School,TRUE,7539.454821,7539,Como Primary School (approx ~7539 m),"R12.5 (21.5%), R17.5 (8.9%), R20 (7.4%), R30 (2.8%), R12.5/40 (1.8%), R20/40 (0.5%), R40 (0.3%), R15 (0.3%), R80 (0.1%), R25 (0.0%)",R12.5,21.5,FALSE,0
East Fremantle,6158,Secondary,Frenantle College,FALSE,,,"John Curtin College of the Arts, Melville SHS, Frenantle College","R12.5 (21.5%), R17.5 (8.9%), R20 (7.4%), R30 (2.8%), R12.5/40 (1.8%), R20/40 (0.5%), R40 (0.3%), R15 (0.3%), R80 (0.1%), R25 (0.0%)",R12.5,21.5,FALSE,0
East Fremantle,6158,Secondary,John Curtin College of the Arts,FALSE,,,"John Curtin College of the Arts, Melville SHS, Frenantle College","R12.5 (21.5%), R17.5 (8.9%), R20 (7.4%), R30 (2.8%), R12.5/40 (1.8%), R20/40 (0.5%), R40 (0.3%), R15 (0.3%), R80 (0.1%), R25 (0.0%)",R12.5,21.5,FALSE,0
East Fremantle,6158,Secondary,Melville SHS,FALSE,,,"John Curtin College of the Arts, Melville SHS, Frenantle College","R12.5 (21.5%), R17.5 (8.9%), R20 (7.4%), R30 (2.8%), R12.5/40 (1.8%), R20/40 (0.5%), R40 (0.3%), R15 (0.3%), R80 (0.1%), R25 (0.0%)",R12.5,21.5,FALSE,0
East Fremantle,6158,Secondary,Melville Senior High School,FALSE,,,Melville Senior High School,"R12.5 (21.5%), R17.5 (8.9%), R20 (7.4%), R30 (2.8%), R12.5/40 (1.8%), R20/40 (0.5%), R40 (0.3%), R15 (0.3%), R80 (0.1%), R25 (0.0%)",R12.5,21.5,FALSE,0
East Perth,6004,Primary,Maylands Peninsula Primary School,TRUE,75.15730883,75,Maylands Peninsula Primary School (approx ~75 m),R160 (3.6%),R160,3.6,TRUE,0.427935161
East Perth,6004,Secondary,Bob Hawke College,FALSE,,,Bob Hawke College,R160 (3.6%),R160,3.6,TRUE,0.427935161
East Perth,6004,Secondary,Mount Lawley Senior High School,FALSE,,,Mount Lawley Senior High School,R160 (3.6%),R160,3.6,TRUE,0.427935161
East Rockingham,6168,Secondary,Leeming Senior High School,TRUE,19058.94224,19059,Leeming Senior High School (approx ~19059 m),,,,TRUE,92.274251
East Victoria Park,6101,Primary,East Victoria Park Primary School,FALSE,,,East Victoria Park Primary School,"R20 (11.3%), R30 (4.9%), R40 (2.4%), R60 (2.0%), R-AC4 (0.1%)",R20,11.3,TRUE,0.28809589
East Victoria Park,6101,Primary,Lathlain Primary School,FALSE,,,Lathlain Primary School,"R20 (11.3%), R30 (4.9%), R40 (2.4%), R60 (2.0%), R-AC4 (0.1%)",R20,11.3,TRUE,0.28809589
East Victoria Park,6101,Primary,Millen Primary School,FALSE,,,Millen Primary School,"R20 (11.3%), R30 (4.9%), R40 (2.4%), R60 (2.0%), R-AC4 (0.1%)",R20,11.3,TRUE,0.28809589
East Victoria Park,6101,Primary,Victoria Park Primary School,FALSE,,,Victoria Park Primary School,"R20 (11.3%), R30 (4.9%), R40 (2.4%), R60 (2.0%), R-AC4 (0.1%)",R20,11.3,TRUE,0.28809589
East Victoria Park,6101,Secondary,Como Secondary College,TRUE,290.9766054,291,Como Secondary College (approx ~291 m),"R20 (11.3%), R30 (4.9%), R40 (2.4%), R60 (2.0%), R-AC4 (0.1%)",R20,11.3,TRUE,0.28809589
Eden Hill,6054,Primary,Embleton Primary School,TRUE,1637.327339,1637,Embleton Primary School (approx ~1637 m),"R20 (20.7%), R20/30 (9.9%), R17.5 (4.5%), R20/40 (3.5%), R30 (1.9%), R17.5/30 (0.3%), R25 (0.1%), R20/50 (0.0%)",R20,20.7,TRUE,16.88815802
Eden Hill,6054,Secondary,John Forrest Secondary College,TRUE,1071.697997,1072,John Forrest Secondary College (approx ~1072 m),"R20 (20.7%), R20/30 (9.9%), R17.5 (4.5%), R20/40 (3.5%), R30 (1.9%), R17.5/30 (0.3%), R25 (0.1%), R20/50 (0.0%)",R20,20.7,TRUE,16.88815802
Edgewater,6027,Primary,Nollamara Primary School,TRUE,11813.08115,11813,Nollamara Primary School (approx ~11813 m),"R20 (8.9%), R20/40 (5.9%), R40 (0.1%)",R20,8.9,TRUE,43.33934175
Edgewater,6027,Secondary,Duncraig Senior High School,TRUE,3337.064268,3337,Duncraig Senior High School (approx ~3337 m),"R20 (8.9%), R20/40 (5.9%), R40 (0.1%)",R20,8.9,TRUE,43.33934175
Ellenbrook,6069,Primary,Morley Primary School,TRUE,10584.91549,10585,Morley Primary School (approx ~10585 m),,R20,,TRUE,37.67994568
Ellenbrook,6069,Secondary,John Forrest Secondary College,TRUE,12224.1161,12224,John Forrest Secondary College (approx ~12224 m),,R20,,TRUE,37.67994568
Embleton,6062,Primary,Embleton Primary School,FALSE,,,Embleton Primary School,,R25,,FALSE,0
Embleton,6062,Primary,Hillcrest Primary School,FALSE,,,Hillcrest Primary School,,R25,,FALSE,0
Embleton,6062,Secondary,John Forrest Secondary College,FALSE,,,John Forrest Secondary College,,R25,,FALSE,0
Ferndale,6148,Primary,Millen Primary School,TRUE,2146.492545,2146,Millen Primary School (approx ~2146 m),"R20 (17.1%), R30 (2.6%)",R20,17.1,TRUE,51.21311437
Ferndale,6148,Secondary,Rossmoyne Senior High School,TRUE,206.4746083,206,Rossmoyne Senior High School (approx ~206 m),"R20 (17.1%), R30 (2.6%)",R20,17.1,TRUE,51.21311437
Floreat,6014,Primary,Osborne Primary School,TRUE,2718.712904,2719,Osborne Primary School (approx ~2719 m),"R12.5 (11.1%), R15 (2.4%), R20 (1.2%)",R12.5,11.1,TRUE,11.29227016
Floreat,6014,Secondary,Churchlands Senior High School,FALSE,,,Churchlands Senior High School,"R12.5 (11.1%), R15 (2.4%), R20 (1.2%)",R12.5,11.1,TRUE,11.29227016
Floreat,6014,Secondary,Shenton College,FALSE,,,Shenton College,"R12.5 (11.1%), R15 (2.4%), R20 (1.2%)",R12.5,11.1,TRUE,11.29227016
Forrestdale,6112,Primary,Manning Primary School,TRUE,11986.34755,11986,Manning Primary School (approx ~11986 m),R12.5/25 (0.8%),R12.5/25,0.8,TRUE,89.21513267
Forrestdale,6112,Secondary,Leeming Senior High School,TRUE,6369.14139,6369,Leeming Senior High School (approx ~6369 m),R12.5/25 (0.8%),R12.5/25,0.8,TRUE,89.21513267
Forrestfield,6058,Primary,Lathlain Primary School,TRUE,4220.219691,4220,Lathlain Primary School (approx ~4220 m),"R20/30 (3.0%), R20/40 (1.1%), R25/40 (0.8%), R25/60 (0.3%), R20 (0.3%), R20/60 (0.2%), R5 (0.1%), R30 (0.1%), R25 (0.0%)",R20/30,3,TRUE,62.42129031
Forrestfield,6058,Secondary,John Forrest Secondary College,TRUE,5470.251716,5470,John Forrest Secondary College (approx ~5470 m),"R20/30 (3.0%), R20/40 (1.1%), R25/40 (0.8%), R25/60 (0.3%), R20 (0.3%), R20/60 (0.2%), R5 (0.1%), R30 (0.1%), R25 (0.0%)",R20/30,3,TRUE,62.42129031
Fremantle,6160,Primary,Manning Primary School,TRUE,7509.703539,7510,Manning Primary School (approx ~7510 m),"R35 (3.6%), R25 (2.9%), R-AC3 (2.3%), R160 (0.4%), R20 (0.1%), R10 (0.1%)",R35,3.6,TRUE,7.516037873
Fremantle,6160,Secondary,Frenantle College,FALSE,,,"John Curtin College of the Arts, Melville SHS, Frenantle College","R35 (3.6%), R25 (2.9%), R-AC3 (2.3%), R160 (0.4%), R20 (0.1%), R10 (0.1%)",R35,3.6,TRUE,7.516037873
Fremantle,6160,Secondary,John Curtin College of the Arts,FALSE,,,"John Curtin College of the Arts, Melville SHS, Frenantle College","R35 (3.6%), R25 (2.9%), R-AC3 (2.3%), R160 (0.4%), R20 (0.1%), R10 (0.1%)",R35,3.6,TRUE,7.516037873
Fremantle,6160,Secondary,Melville SHS,FALSE,,,"John Curtin College of the Arts, Melville SHS, Frenantle College","R35 (3.6%), R25 (2.9%), R-AC3 (2.3%), R160 (0.4%), R20 (0.1%), R10 (0.1%)",R35,3.6,TRUE,7.516037873
Fremantle,6160,Secondary,Melville Senior High School,FALSE,,,Melville Senior High School,"R35 (3.6%), R25 (2.9%), R-AC3 (2.3%), R160 (0.4%), R20 (0.1%), R10 (0.1%)",R35,3.6,TRUE,7.516037873
Garden Island,6168,Secondary,Fremantle College,TRUE,9153.642161,9154,"John Curtin College, Shenton College, Melville SHS, Fremantle College (approx ~9154 m)",,,,TRUE,90.79795049
Garden Island,6168,Secondary,John Curtin College,TRUE,9153.642161,9154,"John Curtin College, Shenton College, Melville SHS, Fremantle College (approx ~9154 m)",,,,TRUE,90.79795049
Garden Island,6168,Secondary,Melville SHS,TRUE,9153.642161,9154,"John Curtin College, Shenton College, Melville SHS, Fremantle College (approx ~9154 m)",,,,TRUE,90.79795049
Garden Island,6168,Secondary,Shenton College,TRUE,9153.642161,9154,"John Curtin College, Shenton College, Melville SHS, Fremantle College (approx ~9154 m)",,,,TRUE,90.79795049
Gidgegannup,6083,Primary,Embleton Primary School,TRUE,17951.20369,17951,Embleton Primary School (approx ~17951 m),,,,TRUE,92.99807541
Gidgegannup,6083,Secondary,John Forrest Secondary College,TRUE,15916.18735,15916,John Forrest Secondary College (approx ~15916 m),,,,TRUE,92.99807541
Girrawheen,6064,Primary,Dianella Heights Primary School,TRUE,2232.043969,2232,Dianella Heights Primary School (approx ~2232 m),,,,TRUE,13.90320092
Girrawheen,6064,Secondary,Carine Senior High School,TRUE,2499.025004,2499,Carine Senior High School (approx ~2499 m),,,,TRUE,13.90320092
Glen Forrest,6071,Primary,Bayswater Primary School,TRUE,14212.22778,14212,Bayswater Primary School (approx ~14212 m),,,,TRUE,99.83901599
Glen Forrest,6071,Secondary,John Forrest Secondary College,TRUE,12893.18384,12893,John Forrest Secondary College (approx ~12893 m),,,,TRUE,99.83901599
Glendalough,6016,Primary,Osborne Primary School,TRUE,105.5781427,106,Osborne Primary School (approx ~106 m),,,,FALSE,0
Glendalough,6016,Secondary,Bob Hawke College,FALSE,,,Bob Hawke College,,,,FALSE,0
Gnangara,6077,Primary,Dianella Heights Primary School,TRUE,7898.743261,7899,Dianella Heights Primary School (approx ~7899 m),,,,TRUE,81.19981082
Gnangara,6077,Secondary,Carine Senior High School,TRUE,7054.564658,7055,Carine Senior High School (approx ~7055 m),,,,TRUE,81.19981082
Gooseberry Hill,6076,Primary,Bayswater Primary School,TRUE,8948.575569,8949,Bayswater Primary School (approx ~8949 m),R10 (0.9%),R10,0.9,TRUE,100
Gooseberry Hill,6076,Secondary,John Forrest Secondary College,TRUE,8092.528959,8093,John Forrest Secondary College (approx ~8093 m),R10 (0.9%),R10,0.9,TRUE,100
Gosnells,6110,Primary,Lathlain Primary School,TRUE,8740.259251,8740,Lathlain Primary School (approx ~8740 m),"R20 (19.5%), R30 (7.6%), R60 (6.4%), R80 (1.2%), R40 (1.1%), R160 (0.7%), R35 (0.7%), R17.5 (0.7%), R25 (0.4%), R100 (0.4%)",R20,19.5,TRUE,50.19398142
Gosnells,6110,Secondary,Willeton Senior High School,TRUE,6364.598236,6365,Willeton Senior High School (approx ~6365 m),"R20 (19.5%), R30 (7.6%), R60 (6.4%), R80 (1.2%), R40 (1.1%), R160 (0.7%), R35 (0.7%), R17.5 (0.7%), R25 (0.4%), R100 (0.4%)",R20,19.5,TRUE,50.19398142
Greenmount,6056,Primary,Bayswater Primary School,TRUE,9990.700799,9991,Bayswater Primary School (approx ~9991 m),"R5 (16.8%), R20 (4.3%), R12.5 (4.3%), R40 (1.4%)",R5,16.8,TRUE,77.53475753
Greenmount,6056,Secondary,John Forrest Secondary College,TRUE,8299.415965,8299,John Forrest Secondary College (approx ~8299 m),"R5 (16.8%), R20 (4.3%), R12.5 (4.3%), R40 (1.4%)",R5,16.8,TRUE,77.53475753
Greenwood,6024,Primary,Balcatta PS,TRUE,4973.74959,4974,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~4974 m)",,,,TRUE,6.550820035
Greenwood,6024,Primary,Osborne PS,TRUE,4973.74959,4974,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~4974 m)",,,,TRUE,6.550820035
Greenwood,6024,Primary,West Balcatta PS,TRUE,4973.74959,4974,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~4974 m)",,,,TRUE,6.550820035
Greenwood,6024,Secondary,Carine Senior High School,FALSE,,,Carine Senior High School,,,,TRUE,6.550820035
Guildford,6055,Primary,Bayswater Primary School,TRUE,3786.659985,3787,Bayswater Primary School (approx ~3787 m),R5 (6.3%),R5,6.3,TRUE,52.30056282
Guildford,6055,Secondary,John Forrest Secondary College,TRUE,1634.27826,1634,John Forrest Secondary College (approx ~1634 m),R5 (6.3%),R5,6.3,TRUE,52.30056282
Gwelup,6018,Primary,Balcatta PS,FALSE,,,"Balcatta PS, West Balcatta PS, Osborne PS",,,,TRUE,15.2242972
Gwelup,6018,Primary,Osborne PS,FALSE,,,"Balcatta PS, West Balcatta PS, Osborne PS",,,,TRUE,15.2242972
Gwelup,6018,Primary,West Balcatta PS,FALSE,,,"Balcatta PS, West Balcatta PS, Osborne PS",,,,TRUE,15.2242972
Gwelup,6018,Secondary,Balcatta SHS,FALSE,,,"Carine SHS, Balcatta SHS",,,,TRUE,15.2242972
Gwelup,6018,Secondary,Carine SHS,FALSE,,,"Churchlands SHS, Carine SHS",,,,TRUE,15.2242972
Gwelup,6018,Secondary,Carine SHS,FALSE,,,"Carine SHS, Balcatta SHS",,,,TRUE,15.2242972
Gwelup,6018,Secondary,Carine Senior High School,FALSE,,,Carine Senior High School,,,,TRUE,15.2242972
Gwelup,6018,Secondary,Churchlands SHS,FALSE,,,"Churchlands SHS, Carine SHS",,,,TRUE,15.2242972
Hacketts Gully,6076,Primary,Carlisle Primary School,TRUE,14485.94762,14486,Carlisle Primary School (approx ~14486 m),,,,TRUE,99.94358145
Hacketts Gully,6076,Secondary,John Forrest Secondary College,TRUE,14475.51735,14476,John Forrest Secondary College (approx ~14476 m),,,,TRUE,99.94358145
Hamersley,6022,Primary,Nollamara Primary School,TRUE,2143.545051,2144,Nollamara Primary School (approx ~2144 m),,R20,,TRUE,30.59449547
Hamersley,6022,Secondary,Balcatta SHS,FALSE,,,"Carine SHS, Balcatta SHS",,R20,,TRUE,30.59449547
Hamersley,6022,Secondary,Carine SHS,FALSE,,,"Carine SHS, Balcatta SHS",,R20,,TRUE,30.59449547
Hamersley,6022,Secondary,Carine Senior High School,FALSE,,,Carine Senior High School,,R20,,TRUE,30.59449547
Hamilton Hill,6163,Primary,Manning Primary School,TRUE,7839.958893,7840,Manning Primary School (approx ~7840 m),"R30 (2.3%), R40 (1.7%), R30/40 (0.4%), R60 (0.1%), R80 (0.1%)",R30,2.3,TRUE,36.12327295
Hamilton Hill,6163,Secondary,Frenantle College,TRUE,1315.216824,1315,"John Curtin College of the Arts, Melville SHS, Frenantle College (approx ~1315 m)","R30 (2.3%), R40 (1.7%), R30/40 (0.4%), R60 (0.1%), R80 (0.1%)",R30,2.3,TRUE,36.12327295
Hamilton Hill,6163,Secondary,John Curtin College of the Arts,TRUE,1315.216824,1315,"John Curtin College of the Arts, Melville SHS, Frenantle College (approx ~1315 m)","R30 (2.3%), R40 (1.7%), R30/40 (0.4%), R60 (0.1%), R80 (0.1%)",R30,2.3,TRUE,36.12327295
Hamilton Hill,6163,Secondary,Melville SHS,TRUE,1315.216824,1315,"John Curtin College of the Arts, Melville SHS, Frenantle College (approx ~1315 m)","R30 (2.3%), R40 (1.7%), R30/40 (0.4%), R60 (0.1%), R80 (0.1%)",R30,2.3,TRUE,36.12327295
Hammond Park,6164,Primary,Manning Primary School,TRUE,13816.17575,13816,Manning Primary School (approx ~13816 m),"R30 (1.2%), R20 (0.7%), R40 (0.4%), R35 (0.2%), R25 (0.1%), R60 (0.0%)",R30,1.2,TRUE,69.13068898
Hammond Park,6164,Secondary,Leeming Senior High School,TRUE,7713.927007,7714,Leeming Senior High School (approx ~7714 m),"R30 (1.2%), R20 (0.7%), R40 (0.4%), R35 (0.2%), R25 (0.1%), R60 (0.0%)",R30,1.2,TRUE,69.13068898
Harrisdale,6112,Primary,Manning Primary School,TRUE,9433.245173,9433,Manning Primary School (approx ~9433 m),"R25 (9.4%), R40 (2.2%), R30 (0.4%), R60 (0.3%)",R25,9.4,TRUE,52.49876823
Harrisdale,6112,Secondary,Leeming Senior High School,TRUE,5144.491355,5144,Leeming Senior High School (approx ~5144 m),"R25 (9.4%), R40 (2.2%), R30 (0.4%), R60 (0.3%)",R25,9.4,TRUE,52.49876823
Haynes,6112,Primary,Manning Primary School,TRUE,15088.26397,15088,Manning Primary School (approx ~15088 m),,R20,,TRUE,84.65208932
Haynes,6112,Secondary,Leeming Senior High School,TRUE,10325.45668,10325,Leeming Senior High School (approx ~10325 m),,R20,,TRUE,84.65208932
Hazelmere,6055,Primary,Bayswater Primary School,TRUE,5349.900693,5350,Bayswater Primary School (approx ~5350 m),"R5/20 (3.6%), R5/25 (0.4%), R20 (0.2%)",R5/20,3.6,TRUE,58.27419339
Hazelmere,6055,Secondary,John Forrest Secondary College,TRUE,3762.649222,3763,John Forrest Secondary College (approx ~3763 m),"R5/20 (3.6%), R5/25 (0.4%), R20 (0.2%)",R5/20,3.6,TRUE,58.27419339
Heathridge,6027,Primary,Balcatta PS,TRUE,12190.88042,12191,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~12191 m)","R20 (4.6%), R20/40 (3.8%), R20/30 (1.4%), R20/60 (0.1%)",R20,4.6,TRUE,16.96142629
Heathridge,6027,Primary,Osborne PS,TRUE,12190.88042,12191,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~12191 m)","R20 (4.6%), R20/40 (3.8%), R20/30 (1.4%), R20/60 (0.1%)",R20,4.6,TRUE,16.96142629
Heathridge,6027,Primary,West Balcatta PS,TRUE,12190.88042,12191,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~12191 m)","R20 (4.6%), R20/40 (3.8%), R20/30 (1.4%), R20/60 (0.1%)",R20,4.6,TRUE,16.96142629
Heathridge,6027,Secondary,Duncraig Senior High School,TRUE,2802.976991,2803,Duncraig Senior High School (approx ~2803 m),"R20 (4.6%), R20/40 (3.8%), R20/30 (1.4%), R20/60 (0.1%)",R20,4.6,TRUE,16.96142629
Helena Valley,6056,Primary,Bayswater Primary School,TRUE,7621.217521,7621,Bayswater Primary School (approx ~7621 m),"R5 (5.6%), R15 (1.8%), R30 (1.3%), R20 (1.1%), R12.5 (1.1%), R10 (0.5%), R20/35 (0.0%)",R5,5.6,TRUE,79.77000041
Helena Valley,6056,Secondary,John Forrest Secondary College,TRUE,6106.802743,6107,John Forrest Secondary College (approx ~6107 m),"R5 (5.6%), R15 (1.8%), R30 (1.3%), R20 (1.1%), R12.5 (1.1%), R10 (0.5%), R20/35 (0.0%)",R5,5.6,TRUE,79.77000041
Henderson,6166,Primary,Manning Primary School,TRUE,13384.26461,13384,Manning Primary School (approx ~13384 m),,,,TRUE,78.65000354
Henderson,6166,Secondary,Melville Senior High School,TRUE,7013.824434,7014,Melville Senior High School (approx ~7014 m),,,,TRUE,78.65000354
Henley Brook,6055,Primary,Morley Primary School,TRUE,9214.099407,9214,Morley Primary School (approx ~9214 m),,,,TRUE,52.42631768
Henley Brook,6055,Secondary,John Forrest Secondary College,TRUE,9602.680702,9603,John Forrest Secondary College (approx ~9603 m),,,,TRUE,52.42631768
Herdsman,6017,Primary,Osborne Primary School,TRUE,912.0139903,912,Osborne Primary School (approx ~912 m),,,,TRUE,0.024540785
Herdsman,6017,Secondary,Bob Hawke College,FALSE,,,Bob Hawke College,,,,TRUE,0.024540785
Herdsman,6017,Secondary,Churchlands Senior High School,FALSE,,,Churchlands Senior High School,,,,TRUE,0.024540785
Herne Hill,6056,Primary,Morley Primary School,TRUE,9851.521416,9852,Morley Primary School (approx ~9852 m),,,,TRUE,23.44526602
Herne Hill,6056,Secondary,John Forrest Secondary College,TRUE,8876.987561,8877,John Forrest Secondary College (approx ~8877 m),,,,TRUE,23.44526602
High Wycombe,6057,Primary,Bayswater Primary School,TRUE,4433.418766,4433,Bayswater Primary School (approx ~4433 m),"R20 (4.4%), R20/30 (2.4%), R25 (2.2%), R25/40 (1.8%), R17.5 (0.3%), R30 (0.3%), R25/60 (0.2%), R20/40 (0.0%)",R20,4.4,TRUE,43.65504478
High Wycombe,6057,Secondary,John Forrest Secondary College,TRUE,4157.962099,4158,John Forrest Secondary College (approx ~4158 m),"R20 (4.4%), R20/30 (2.4%), R25 (2.2%), R25/40 (1.8%), R17.5 (0.3%), R30 (0.3%), R25/60 (0.2%), R20/40 (0.0%)",R20,4.4,TRUE,43.65504478
Highgate,6003,Primary,Maylands Peninsula Primary School,TRUE,289.2966525,289,Maylands Peninsula Primary School (approx ~289 m),"R50 (12.9%), R80 (4.5%), R100 (0.7%)",R50,12.9,FALSE,0
Highgate,6003,Secondary,Mount Lawley Senior High School,FALSE,,,Mount Lawley Senior High School,"R50 (12.9%), R80 (4.5%), R100 (0.7%)",R50,12.9,FALSE,0
Hilbert,6112,Primary,Manning Primary School,TRUE,16511.12642,16511,Manning Primary School (approx ~16511 m),,,,TRUE,87.87395991
Hilbert,6112,Secondary,Leeming Senior High School,TRUE,11699.82762,11700,Leeming Senior High School (approx ~11700 m),,,,TRUE,87.87395991
Hillarys,6025,Primary,Balcatta PS,TRUE,8254.721607,8255,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~8255 m)","R20 (6.2%), R80 (0.1%)",R20,6.2,TRUE,21.97924581
Hillarys,6025,Primary,Osborne PS,TRUE,8254.721607,8255,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~8255 m)","R20 (6.2%), R80 (0.1%)",R20,6.2,TRUE,21.97924581
Hillarys,6025,Primary,West Balcatta PS,TRUE,8254.721607,8255,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~8255 m)","R20 (6.2%), R80 (0.1%)",R20,6.2,TRUE,21.97924581
Hillarys,6025,Secondary,Duncraig Senior High School,FALSE,,,Duncraig Senior High School,"R20 (6.2%), R80 (0.1%)",R20,6.2,TRUE,21.97924581
Hilton,6163,Primary,Manning Primary School,TRUE,6995.55079,6996,Manning Primary School (approx ~6996 m),"R30 (6.2%), R40 (0.2%)",R30,6.2,TRUE,2.413504921
Hilton,6163,Secondary,Melville Senior High School,TRUE,497.3308923,497,Melville Senior High School (approx ~497 m),"R30 (6.2%), R40 (0.2%)",R30,6.2,TRUE,2.413504921
Hocking,6065,Primary,Dianella Heights Primary School,TRUE,10641.50693,10642,Dianella Heights Primary School (approx ~10642 m),"R20 (44.2%), R40 (6.4%), R30 (4.6%)",R20,44.2,TRUE,17.60559634
Hocking,6065,Secondary,Duncraig Senior High School,TRUE,5523.753456,5524,Duncraig Senior High School (approx ~5524 m),"R20 (44.2%), R40 (6.4%), R30 (4.6%)",R20,44.2,TRUE,17.60559634
Hope Valley,6165,Primary,Manning Primary School,TRUE,16817.28821,16817,Manning Primary School (approx ~16817 m),,,,TRUE,59.74085949
Hope Valley,6165,Secondary,Leeming Senior High School,TRUE,10702.20737,10702,Leeming Senior High School (approx ~10702 m),,,,TRUE,59.74085949
Hovea,6071,Primary,Bayswater Primary School,TRUE,12824.70715,12825,Bayswater Primary School (approx ~12825 m),,,,TRUE,99.78561034
Hovea,6071,Secondary,John Forrest Secondary College,TRUE,11220.72304,11221,John Forrest Secondary College (approx ~11221 m),,,,TRUE,99.78561034
Huntingdale,6110,Primary,Lathlain Primary School,TRUE,8935.876219,8936,Lathlain Primary School (approx ~8936 m),"R20 (48.8%), R30 (3.3%), R35 (2.1%), R25 (0.4%), R40 (0.4%), R60 (0.1%)",R20,48.8,TRUE,42.51331023
Huntingdale,6110,Secondary,Willeton Senior High School,TRUE,5225.592072,5226,Willeton Senior High School (approx ~5226 m),"R20 (48.8%), R30 (3.3%), R35 (2.1%), R25 (0.4%), R40 (0.4%), R60 (0.1%)",R20,48.8,TRUE,42.51331023
Iluka,6028,Primary,Balcatta PS,TRUE,16641.78316,16642,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~16642 m)",R20 (7.9%),R20,7.9,TRUE,33.10855647
Iluka,6028,Primary,Osborne PS,TRUE,16641.78316,16642,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~16642 m)",R20 (7.9%),R20,7.9,TRUE,33.10855647
Iluka,6028,Primary,West Balcatta PS,TRUE,16641.78316,16642,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~16642 m)",R20 (7.9%),R20,7.9,TRUE,33.10855647
Iluka,6028,Secondary,Duncraig Senior High School,TRUE,5924.562915,5925,Duncraig Senior High School (approx ~5925 m),R20 (7.9%),R20,7.9,TRUE,33.10855647
Inglewood,6052,Primary,Coolbinia Primary School,FALSE,,,Coolbinia Primary School,"R-AC0 (0.7%), R35 (0.0%), R160 (0.0%)",R-AC0,0.7,FALSE,0
Inglewood,6052,Primary,Inglewood PS,FALSE,,,"Inglewood PS, Maylands Peninsula PS","R-AC0 (0.7%), R35 (0.0%), R160 (0.0%)",R-AC0,0.7,FALSE,0
Inglewood,6052,Primary,Inglewood Primary School,FALSE,,,Inglewood Primary School,"R-AC0 (0.7%), R35 (0.0%), R160 (0.0%)",R-AC0,0.7,FALSE,0
Inglewood,6052,Primary,Maylands Peninsula PS,FALSE,,,"Inglewood PS, Maylands Peninsula PS","R-AC0 (0.7%), R35 (0.0%), R160 (0.0%)",R-AC0,0.7,FALSE,0
Inglewood,6052,Primary,Sutherland Dianella Primary School,FALSE,,,Sutherland Dianella Primary School,"R-AC0 (0.7%), R35 (0.0%), R160 (0.0%)",R-AC0,0.7,FALSE,0
Inglewood,6052,Primary,Yokine Primary School,FALSE,,,Yokine Primary School,"R-AC0 (0.7%), R35 (0.0%), R160 (0.0%)",R-AC0,0.7,FALSE,0
Inglewood,6052,Secondary,John Forrest Secondary College,FALSE,,,John Forrest Secondary College,"R-AC0 (0.7%), R35 (0.0%), R160 (0.0%)",R-AC0,0.7,FALSE,0
Inglewood,6052,Secondary,Mount Lawley Senior High School,FALSE,,,Mount Lawley Senior High School,"R-AC0 (0.7%), R35 (0.0%), R160 (0.0%)",R-AC0,0.7,FALSE,0
Innaloo,6018,Primary,Balcatta PS,FALSE,,,"Balcatta PS, West Balcatta PS, Osborne PS",,R30,,FALSE,0
Innaloo,6018,Primary,Osborne PS,FALSE,,,"Balcatta PS, West Balcatta PS, Osborne PS",,R30,,FALSE,0
Innaloo,6018,Primary,West Balcatta PS,FALSE,,,"Balcatta PS, West Balcatta PS, Osborne PS",,R30,,FALSE,0
Innaloo,6018,Secondary,Balcatta SHS,FALSE,,,"Churchlands SHS, Balcatta SHS",,R30,,FALSE,0
Innaloo,6018,Secondary,Balcatta SHS,FALSE,,,"Carine SHS, Balcatta SHS",,R30,,FALSE,0
Innaloo,6018,Secondary,Carine SHS,FALSE,,,"Churchlands SHS, Carine SHS",,R30,,FALSE,0
Innaloo,6018,Secondary,Carine SHS,FALSE,,,"Carine SHS, Balcatta SHS",,R30,,FALSE,0
